speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
THREEPIO,R2D2,674,"Listen to them! They're dying, Artoo! Curse my metal body! I wasn't fast enough. It's all my fault! My poor master!",4,21,
LUKE,THREEPIO,675,"Threepio, we're all right! We're all right. You did great. Hey... hey, open the pressure maintenance hatch on unit number...",4,20,
LUKE,"HAN, LEIA",676,where are we?,1,3,
LUKE,THREEPIO,677,Three-two-six-three-eight-two-seven.,1,1,
HAN,"LEIA, LUKE",678,"If we can just avoid any more female advice, we ought to be able to get out of here.",3,19,
LUKE,"LEIA, HAN",679,"Well, let's get moving!",1,4,
HAN,CHEWIE,680,Where are you going?,1,4,
LEIA,HAN,681,"No, wait. They'll hear!",1,4,
HAN,CHEWIE,682,"Come here, you big coward! Chewie! Come here!",2,8,
LEIA,HAN,683,"Listen. I don't know who you are, or where you came from, but from now on, you do as I tell you. Okay?",3,23,
HAN,LEIA,684,"Look, Your Worshipfulness, let's get one thing straight! I take orders from just one person! Me!",3,16,
LEIA,HAN,685,It's a wonder you're still alive.,1,6,
LEIA,"HAN, LUKE",686,Will somebody get this big walking carpet out of my way?,2,11,
HAN,HAN,687,No reward is worth this.,1,5,
FIRST TROOPER,SECOND TROOPER,688,"Give me regular reports, please. right. Do you know what's going on?",2,12,
SECOND TROOPER,FIRST TROOPER,689,Maybe it's another drill. What was that?,2,7,
FIRST TROOPER,SECOND TROOPER,690,"Oh, it's nothing. Don't worry about it.",2,7,
HAN,"LEIA, LUKE, CHEWIE",691,There she is.,1,3,
LUKE,THREEPIO,692,"See-Threepio, do you copy?",1,4,
THREEPIO,LUKE,693,"Yes, sir.",1,2,
LUKE,THREEPIO,694,Are you safe?,1,3,
THREEPIO,LUKE,695,For the moment. We're in the main hangar across from the ship.,2,12,
LUKE,THREEPIO,696,We're right above you. Stand by.,1,6,
LEIA,HAN,697,You came in that thing? You're braver that I thought.,2,10,
HAN,"LEIA, LUKE, CHEWIE",698,Nice! Come on!,1,3,
FIRST TROOPER,NA,699,It's them! Blast them!,1,4,
HAN,"LEIA, LUKE",700,Get back to the ship!,1,5,
LUKE,HAN,701,Where are you going? Come back!,1,6,
LEIA,LUKE,702,He certainly has courage.,1,4,
LUKE,LEIA,703,What good will it do us if he gets himself killed? Come on! I think we took a wrong turn.,3,20,
LEIA,LUKE,704,There's no lock!,1,3,
LUKE,LEIA,705,That oughta hold it for a while.,1,7,
LEIA,LUKE,706,"Quick, we've got to get across. Find the control that extends the bridge.",2,13,
LUKE,LEIA,707,"Oh, I think I just blasted it.",1,7,
LEIA,LUKE,708,They're coming through!,1,3,
LUKE,LEIA,709,"Here, hold this.",1,3,
LEIA,LUKE,710,Here they come! For luck!,2,5,
THREEPIO,R2D2,711,Where could they be?,1,4,
TROOPER,NA,712,Close the blast doors!,1,4,
TROOPER,NA,713,Open the blast doors! Open the blast doors!,2,8,
VADER,OBI-WAN,714,"I've been waiting for you, Obi-Wan. We meet again, at last. The circle is now complete. When I left you, I was but the learner; now I am the master.",5,30,
OBI-WAN,VADER,715,"Only a master of evil, Darth.",1,6,
VADER,OBI-WAN,716,"Your powers are weak, old man.",1,6,
OBI-WAN,VADER,717,"You can't win, Darth. If you strike me down, I shall become more powerful than you can possibly imagine.",3,19,
VADER,OBI-WAN,718,You should not have come back.,1,6,
HAN,CHEWIE,719,Didn't we just leave this party?,1,6,
HAN,LEIA,720,What kept you?,1,3,
LEIA,HAN,721,We ran into some old friends.,1,6,
LUKE,HAN,722,Is the ship all right?,1,5,
HAN,LUKE,723,"Seems okay, if we can get to it. Just hope the old man got the tractor beam out of commission.",3,20,
LUKE,"LEIA, HAN",724,Look!,1,1,
THREEPIO,R2D2,725,"Come on, Artoo, we're going!",1,5,
HAN,"LEIA, LUKE",726,Now's our chance! Go!,1,4,
LUKE,OBI-WAN,727,Ben?,1,1,
LUKE,NA,728,No!,1,1,
HAN,LUKE,729,Come on!,1,2,
LEIA,LUKE,730,"Luke, Come on! Come on! Luke, it's too late!",1,9,
HAN,LUKE,731,Blast the door! Kid!,1,4,
OBI-WAN,LUKE,732,"Run, Luke! Run!",1,3,force
HAN,CHEWIE,733,"I hope that old man got that tractor beam out if commission, or this is going to be a real short trip. Okay, hit it!",4,25,
HAN,CHEWIE,734,We're coming up on their sentry ships. Hold 'em off! Angle the deflector shields while I charge up the main guns!,4,21,
LUKE,LEIA,735,I can't believe he's gone.,1,5,
LEIA,LUKE,736,There wasn't anything you could have done.,2,7,
HAN,LUKE,737,"Come on, buddy, we're not out of this yet! You in, kid? Okay, stay sharp!",3,15,
LEIA,"LUKE, HAN",738,Here they come!,1,3,
R2D2,NA,739,BLEET,1,1,
LUKE,HAN,740,They're coming in too fast!,1,5,
LEIA,HAN,741,We've lost lateral controls.,1,4,
HAN,LEIA,742,"Don't worry, she'll hold together.",1,5,
HAN,FALCON,743,"You hear me, baby? Hold together! Haha!",1,7,
LUKE,HAN,744,Got him! I got him!,1,5,
HAN,LUKE,745,Great kid! Don't get cocky.,1,5,
LEIA,"LUKE, HAN",746,There's still two more of them out there!,2,8,
LUKE,"HAN, LEIA",747,That's it! We did it!,1,5,
LEIA,CHEWIE,748,We did it!,1,3,
THREEPIO,R2D2,749,Help! I think I'm melting! This is all your fault.,2,10,
TARKIN,VADER,750,Are they away?,1,3,
VADER,TARKIN,751,They have just made the jump into hyperspace.,2,8,
TARKIN,VADER,752,"You're sure the homing beacon is secure aboard their ship? I'm taking an awful risk, Vader. This had better work.",4,20,
HAN,LEIA,753,"Not a bad bit of rescuing, huh? You know, sometimes I amaze even myself.",2,14,
LEIA,HAN,754,That doesn't sound too hard. They let us go. It's the only explanation for the ease of our escape.,4,19,
HAN,LEIA,755,Easy... you call that easy?,1,5,
LEIA,HAN,756,They're tracking us!,1,3,
HAN,LEIA,757,"Not this ship, sister.",1,4,
LEIA,HAN,758,At least the information in Artoo is still intact.,2,9,
HAN,LEIA,759,What's so important? What's he carrying?,2,6,
LEIA,HAN,760,"The technical readouts of that battle station. I only hope that when the data is analyzed, a weakness can be found. It's not over yet!",4,25,
HAN,LEIA,761,"It is for me, sister! Look, I ain't in this for your revolution, and I'm not in it for you, Princess. I expect to be well paid. I'm in it for the money!",5,33,
LEIA,HAN,762,"You needn't worry about your reward. If money is all that you love, then that's what you'll receive!",3,18,
LEIA,LUKE,763,Your friend is quite a mercenary. I wonder if he really cares about anything... or anybody.,2,16,
LUKE,LEIA,764,I care!,1,2,
LUKE,HAN,765,"So... what do you think of her, Han?",1,8,
HAN,LUKE,766,"I'm trying not to, kid!",1,5,
LUKE,HAN,767,Good...,1,1,
HAN,LUKE,768,"Still, she's got a lot of spirit. I don't know, what do you think? Do you think a princess and a guy like me...",3,24,
LUKE,HAN,769,No.,1,1,
WILLARD,LEIA,770,You're safe! When we heard about Alderaan We feared the worst.,2,11,
LEIA,WILLARD,771,"We have no time for our sorrows, Commander. You must use the information in this R2 unit to help plan the attack. It's our only hope.",5,26,
TARKIN,NA,772,Yes?,1,1,
PERSON,TARKIN,773,We're approaching the planet Yavin. The rebel base is on a moon on the far side. We are preparing to orbit the planet.,1,23,
DODONNA,NA,774,The battle station is heavily shielded and carries a firepower greater than half the star fleet. Its defenses are designed around a direct large- scale assault. A small one-man fighter should be able to penetrate the outer defense.,7,38,
GOLD LEADER,DODONNA,775,"Pardon me for asking, sir, but what good are snub fighters going to be against that?",3,16,
DODONNA,GOLD LEADER,776,"Well, the Empire doesn't consider a small one-man fighter to be any threat, or they'd have a tighter defense.",3,19,
DODONNA,NA,777,An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station.,4,17,
DODONNA,NA,778,"The approach will not be easy. You are required to maneuver straight down this trench and skim the surface to this point. The target area is only two meters wide. It's a small thermal exhaust port, right below the main port. The shaft leads directly to the reactor system. A precise hit will start a chain reaction which should destroy the station. Only a precise hit will set up a chain reaction. The shaft is ray- shielded, so you'll have to use proton torpedoes.",15,84,
WEDGE,LUKE,779,"That's impossible, even for a computer.",2,6,
LUKE,WEDGE,780,But it's not impossible. I used to bulls-eye womp rats in my T-16 back home. They're not much bigger than two meters.,4,22,
DODONNA,NA,781,Then man your ships! And may the Force be with you!,2,11,
VADER,TARKIN,782,This will be a day long remembered. It has seen the end of Kenobi and it will soon see the end of the Rebellion.,4,24,
ANNOUNCER,NA,783,"All flight trooper, man your stations. All flight troops, man your stations.",2,12,
LUKE,HAN,784,So... you got your reward and you're just leaving then?,2,10,
HAN,LUKE,785,"That's right, yeah! I got some old debts I've got to pay off with this stuff. Even if I didn't, you don't think I'd be fool enough to stick around here, do you? Why don't you come with us? You're pretty good in a fight. I could use you.",7,49,
LUKE,HAN,786,"Come on! Why don't you take a look around? You know what's about to happen, what they're up against. They could use a good pilot like you. You're turning your back on them.",6,33,
HAN,LUKE,787,"What good's a reward if you ain't around to use it? Besides, attacking that battle station ain't my idea of courage. It's more like suicide.",4,25,
LUKE,HAN,788,"All right. Well, take care of yourself, Han. I guess that's what you're best at, isn't it?",3,17,
HAN,LUKE,789,"Hey, Luke... may the Force be with you!",1,8,
HAN,CHEWIE,790,What're you lookin' at? I know what I'm doing.,1,9,
LEIA,LUKE,791,What's wrong?,1,2,
LUKE,LEIA,792,"Oh, it's Han! I don't know, I really thought he'd change his mind.",2,13,
LEIA,LUKE,793,He's got to follow his own path. No one can choose it for him.,2,14,
LUKE,LEIA,794,I only wish Ben were here.,1,6,
BIGGS,LUKE,795,Hey Luke!,1,2,
LUKE,BIGGS,796,Biggs!,1,1,
BIGGS,LUKE,797,I don't believe it! How are ya?,1,7,
LUKE,BIGGS,798,Great,1,1,
BIGGS,LUKE,799,How'd you get here... Hey... are you coming up with us?!,1,11,
LUKE,BIGGS,800,I'll be right up there with you! And have I got stories to tell you...,2,15,
GARVEN DREIS,BIGGS,801,Skywalker? Are you sure you can handle this ship?,3,9,
BIGGS,GARVEN DREIS,802,"Sir, Luke is the best bush pilot in the outer rim territories.",2,12,
GARVEN DREIS,LUKE,803,You'll do alright.,1,3,
LUKE,GARVEN DREIS,804,"Thank you, sir. I'll try.",1,5,
BIGGS,LUKE,805,I've got to get aboard. We'll hear all your stories when we get back. All right?,3,16,
LUKE,BIGGS,806,"All right. Hey, Biggs. I told you I'd make it someday.",1,11,
BIGGS,LUKE,807,"It'll be like old times, Luke. They'll never stop us!",1,10,
CHIEF,LUKE,808,This R2 unit of your seems a bit beat up. Do you want a new one?,2,16,
LUKE,CHIEF,809,Not on your life! That little droid and I have been through a lot together.,3,15,
LUKE,R2D2,810,"You okay, Artoo?",1,3,
LUKE,R2D2,811,Good.,1,1,
THREEPIO,R2D2,812,"Hang on tight, Artoo, you've got to come back.",2,9,
THREEPIO,R2D2,813,"You wouldn't want my life to get boring, would you?",2,10,
OBI-WAN,LUKE,814,"Luke, the Force will be with you.",1,7,force
MASSASSI INTERCOM VOICE,NA,815,"Stand-by alert. Death Star approaching. Estimated time to firing range, fifteen minutes.",3,12,
GARVEN DREIS,NA,816,All wings report in.,1,4,
RED TEN,NA,817,Red Ten standing by.,1,4,
RED SEVEN,NA,818,Red Seven standing by.,1,4,
BIGGS,NA,819,Red Three standing by.,1,4,
PORKINS,NA,820,Red Six standing by.,1,4,
RED NINE,NA,821,Red Nine standing by.,1,4,
WEDGE,NA,822,Red Two standing by.,1,4,
RED ELEVEN,NA,823,Red Eleven standing by.,1,4,
LUKE,NA,824,Red Five standing by.,1,4,
GARVEN DREIS,NA,825,Lock S-foils in attack position.,1,5,
GARVEN DREIS,NA,826,We're passing through their magnetic field.,2,6,
GARVEN DREIS,NA,827,Hold tight! Switch your deflectors on. Double front!,3,8,
WEDGE,NA,828,Look at the size of that thing!,1,7,
GARVEN DREIS,NA,829,"Cut the chatter, Red Two. Accelerate to attack speed. This is it, boys!",3,13,
GOLD LEADER,NA,830,"Red Leader, this is Gold Leader.",1,6,
GARVEN DREIS,NA,831,"I copy, Gold Leader.",1,4,
GOLD LEADER,NA,832,We're starting for the target shaft now.,2,7,
GARVEN DREIS,NA,833,We're in position. I'm going to cut across the axis and try and draw their fire.,3,16,
WEDGE,NA,834,"Heavy fire, boss! Twenty-degrees.",1,4,
GARVEN DREIS,NA,835,I see it. Stay low.,1,5,
LUKE,NA,836,This is Red Five; I'm going in!,1,7,
BIGGS,LUKE,837,"Luke, pull up! Are you all right?",2,7,
LUKE,BIGGS,838,"I got a little cooked, but I'm okay.",1,8,
ASTRO-OFFICER,NA,839,"We count thirty Rebel ships, Lord Vader. But they're so small they're evading our turbo-lasers!",3,15,
VADER,NA,840,We'll have to destroy them ship to ship. Get the crews to their fighters.,2,14,
GARVEN DREIS,NA,841,Watch yourself! There's a lot of fire coming from the right side of that deflection tower.,3,16,
LUKE,GARVEN DREIS,842,I'm on it.,1,3,
BIGGS,PORKINS,843,"I'm going in. Cover me, Porkins.",1,6,
PORKINS,BIGGS,844,"I'm right with you, Red Three. I've got a problem here.",2,11,
BIGGS,PORKINS,845,Eject!,1,1,
PORKINS,BIGGS,846,I can hold it.,1,4,
BIGGS,PORKINS,847,Pull up!,1,2,
PORKINS,BIGGS,848,"No, I'm all right",1,4,
OBI-WAN,LUKE,849,"Luke, trust your feelings",1,4,force
CONTROL OFFICER,NA,850,"Squad leaders, we've picked up a new group of signals. Enemy fighters coming your way.",3,15,
LUKE,NA,851,My scope's negative. I don't see anything.,2,7,
GARVEN DREIS,NA,852,Pick up your visual scanning. Here they come.. Watch it you've got one on your tail!,3,16,
RED PILOT,NA,853,I'm hit!,1,2,
LUKE,BIGGS,854,You've picked one up. Watch it,1,6,
BIGGS,LUKE,855,"I can't see it! Where is he? He's on me tight, I can't shake him. I can't shake him.",3,19,
LUKE,BIGGS,856,I'll be right there.,1,4,
VADER,NA,857,Several fighters have broken off from the main group. Come with me!,2,12,
VOICE,NA,858,Fall in. Fall in.,1,4,
BIGGS,LUKE,859,"Watch your back, Luke! Watch your back! Fighter's above you, coming in!",3,12,
LUKE,BIGGS,860,"I'm hit, but not bad.",1,5,
LUKE,R2D2,861,"Artoo, see what you can do with it.",1,8,
LUKE,R2D2,862,Hang on back there.,1,4,
GARVEN DREIS,PORKINS,863,Red Six... Can you see Red Five?,2,7,
PORKINS,GARVEN DREIS,864,There's a heavy fire zone on this side.,1,8,
PORKINS,LUKE,865,"Red Five, where are you?",1,5,
LUKE,PORKINS,866,I can't shake him!,1,4,
WEDGE,LUKE,867,"I'm on him, Luke! Hold on!",2,6,
LUKE,LUKE,868,Blast it! Biggs where are you?,1,6,
LUKE,WEDGE,869,"Thanks, Wedge.",1,2,
BIGGS,WEDGE,870,"Good shooting, Wedge!",1,3,
GOLD LEADER,GARVEN DREIS,871,Red Leader... This is Gold Leader. We're starting our attack run.,3,11,
GARVEN DREIS,GOLD LEADER,872,"I copy, Gold Leader. Move into position.",2,7,
VADER,NA,873,Stay in attack formation!,1,4,
GOLD LEADER,NA,874,The exhaust port is... ...marked and locked in! Switch all power to front deflector screens.,4,15,
GOLD LEADER,GOLD FIVE,875,"How many guns do you think, Gold Five.",2,8,
GOLD FIVE,GOLD LEADER,876,"I'd say about twenty guns. Some on the surface, some on the towers.",2,13,
MASSASSI INTERCOM VOICE,NA,877,Death Star will be in range in five minutes.,2,9,
GOLD LEADER,NA,878,Switching to targeting computer.,1,4,
GOLD TWO,NA,879,Computer's locked. Getting a signal. The guns... they've stopped!,2,9,
GOLD FIVE,NA,880,Stabilize your rear deflectors. Watch for enemy fighters.,2,8,
GOLD LEADER,NA,881,They're coming in! Three marks at two ten.,2,8,
VADER,WINGMAN,882,I'll take them myself! Cover me!,1,6,
WINGMAN,VADER,883,"Yes, sir.",1,2,
GOLD LEADER,GOLD FIVE,884,It's no good. I can't maneuver!,1,6,
GOLD FIVE,GOLD LEADER,885,Stay on target.,1,3,
GOLD LEADER,GOLD FIVE,886,We're too close.,1,3,
GOLD FIVE,GOLD LEADER,887,Stay on target!,1,3,
GOLD LEADER,GOLD FIVE,888,Loosen up!,1,2,
GOLD FIVE,GARVEN DREIS,889,"Gold Five to Red Leader... Lost Tiree, lost Dutch.",2,9,
GARVEN DREIS,GOLD LEADER,890,"I copy, Gold Leader.",1,4,
GOLD FIVE,GARVEN DREIS,891,They came from behind...,1,4,
OFFICER,TARKIN,892,"We've analyzed their attack, sir, and there is a danger. Should I have your ship standing by?",3,17,
TARKIN,OFFICER,893,Evacuate? In our moment of triumph? I think you overestimate their chances!,3,12,
VOICE,NA,894,"Rebel base, three minutes and closing.",1,6,
GARVEN DREIS,NA,895,"Red boys, this is Red Leader. Rendezvous at mark six point one.",2,12,
WEDGE,GARVEN DREIS,896,This is Red Two. Flying toward you.,1,7,
BIGGS,GARVEN DREIS,897,"Red Three, standing by.",1,4,
DODONNA,GARVEN DREIS,898,"Red Leader, this is Base One. Keep half your group out of range for the next run.",3,17,
GARVEN DREIS,LUKE,899,"Copy, Base One. Luke, take Red Two and Three. Hold up here and wait for my signal... to start your run.",3,21,
GARVEN DREIS,NA,900,This is it!,1,3,
RED TEN,NA,901,We should be able to see it by now.,1,9,
GARVEN DREIS,NA,902,Keep your eyes open for those fighters!,2,7,
RED TEN,NA,903,There's too much interference!,1,4,
RED TEN,LUKE,904,"Red Five, can you see them from where you are?",2,10,
LUKE,RED TEN,905,No sign of any... wait! Coming in point three five.,2,10,
RED TEN,LUKE,906,I see them.,1,3,
GARVEN DREIS,NA,907,I'm in range. Target's coming up! Just hold them off for a few seconds.,3,14,
VADER,NA,908,Close up formation.,1,3,
GARVEN DREIS,NA,909,Almost there.,1,2,
RED TEN,NA,910,Let her loose. They're right behind me.,1,7,
GARVEN DREIS,NA,911,Almost there.,1,2,
RED TEN,NA,912,I can't hold htem.,1,4,
GARVEN DREIS,NA,913,It's away!,1,2,
RED NINE,NA,914,It's a hit!,1,3,
GARVEN DREIS,NA,915,Negative. Negative! It didn't go in. It just impacted on the surface.,3,12,
LUKE,GARVEN DREIS,916,"Red Leader, we're right above you. Turn to point... ...oh-five; we'll cover for you.",3,14,
GARVEN DREIS,LUKE,917,Stay there... ...I just lost my starboard engine. Get set to make your attack run.,3,15,
DEATH STAR INTERCOM VOICE,NA,918,"Rebel base, one minute and closing.",1,6,
LUKE,"BIGGS, WEDGE",919,"Biggs, Wedge, let's close it up. We're going in. We're going in full throttle. That ought to keep those fighters off our back.",3,23,
WEDGE,LUKE,920,"Right with you, boss.",1,4,
BIGGS,LUKE,921,"Luke, at that speed will you be able to pull out in time?",2,13,
LUKE,BIGGS,922,It'll be just like Beggar's Canyon back home.,2,8,
BIGGS,LUKE,923,We'll stay back far enough to cover you.,2,8,
WEDGE,LUKE,924,"My scope shows the tower, but I can't see the exhaust port! Are you sure the computer can hit it?",3,20,
LUKE,WEDGE,925,Watch yourself! Increase speed full throttle!,2,6,
WEDGE,LUKE,926,What about the tower?,1,4,
LUKE,WEDGE,927,You worry about those fighters! I'll worry about the tower!,2,10,
LUKE,R2D2,928,"Artoo... that, that stabilizer's broken loose again! See if you can't lock it down!",3,14,
WEDGE,LUKE,929,"Fighters, coming in point three",1,5,
WEDGE,LUKE,930,I'm hit! I can't stay with you.,1,7,
LUKE,WEDGE,931,"Get clear, Wedge. You can't do any more good back there!",2,11,
WEDGE,LUKE,932,Sorry!,1,1,
VADER,NA,933,Let him go! Stay on the leader!,1,7,
BIGGS,LUKE,934,"Hurry, Luke, they're coming in much faster this time. I can't hold them!",2,13,
LUKE,R2D2,935,"Artoo, try and increase the power!",1,6,
BIGGS,LUKE,936,"Hurry up, Luke! Wait! Quick.",2,5,
DEATH STAR INTERCOM VOICE,NA,937,"Rebel base, thirty seconds and closing.",2,6,
VADER,NA,938,I'm on the leader.,1,4,
THREEPIO,THREEPIO,939,"Hang on, Artoo!",1,3,
OBI-WAN,LUKE,940,"Use the Force, Luke. Let go, Luke.",2,7,force
VADER,VADER,941,The Force is strong with this one!,1,7,
OBI-WAN,LUKE,942,"Luke, trust me.",1,3,force
BASE VOICE,NA,943,His computer's off.,1,3,
BASE VOICE,LUKE,944,"Luke, you switched off your targeting computer. What's wrong?",2,9,
LUKE,BASE VOICE,945,Nothing. I'm all right.,1,4,
LUKE,NA,946,I've lost Artoo!,1,3,
MASSASSI INTERCOM VOICE,NA,947,The Death Star has cleared the planet. The Death Star has cleared the planet.,2,14,
DEATH STAR INTERCOM VOICE,NA,948,"Rebel base, in range.",1,4,
TARKIN,NA,949,You may fire when ready.,1,5,
DEATH STAR INTERCOM VOICE,NA,950,Commence primary ignition.,1,3,
VADER,VADER,951,I have you now. What?,2,5,
HAN,HAN,952,Yahoo!,1,1,
WINGMAN,VADER,953,Look out!,1,2,
HAN,LUKE,954,"You're all clear, kid. Now let's blow this thing and go home!",3,12,
INTERCOM VOICE,NA,955,Stand by. Stand by.,2,4,
HAN,LUKE,956,"Great shot, kid. That was one in a million.",2,9,
OBI-WAN,LUKE,957,"Remember, the Force will be with you... always.",2,8,force
LEIA,LUKE,958,Luke!,1,1,
LUKE,LEIA,959,Leia!,1,1,
HAN,LUKE,960,Hey Luke! Hey!,1,3,
LUKE,HAN,961,Hey! I knew you'd come back! I just knew it!,2,10,
HAN,LUKE,962,"Well, I wasn't gonna let you get all the credit and take all the reward.",2,15,
LEIA,HAN,963,"Hey, I knew there was more to you than money.",2,10,
LUKE,NA,964,"Oh, no!",1,2,
THREEPIO,NA,965,"Oh, my! Artoo! Can you hear me? Say something!",2,9,
THREEPIO,TECHNICIAN,966,"You can repair him, can't you?",1,6,
TECHNICIAN,LUKE,967,We'll get to work on him right away.,1,8,
THREEPIO,TECHNICIAN,968,"You must repair him! Sir, if any of my circuits or gears will help, I'll gladly donate them.",3,18,
LUKE,THREEPIO,969,He'll be all right.,1,4,
