speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
THREEPIO,CHEWIE,768,"If only you had attached my legs, I wouldn't be in this ridiculous position. Now, remember, Chewbacca, you have a responsibility for me, so don't do anything foolish.",5,28,
HAN,LANDO,769,What's going on... buddy?,1,4,
LANDO,HAN,770,You're being put into carbon freeze.,1,6,
BOBA FETT,VADER,771,What if he doesn't survive? He's worth a lot to me.,2,11,
VADER,BOBA FETT,772,The Empire will compensate you if he dies.,2,8,
VADER,NA,773,Put him in!,1,3,
THREEPIO,CHEWIE,774,"No! No, no, no! Stop,",1,5,
THREEPIO,CHEWIE,775,"Chewbacca, stop...!",1,2,
HAN,CHEWIE,776,"Stop, Chewie, stop! Do you hear me? Stop!",2,8,
THREEPIO,CHEWIE,777,"Yes, stop, please! I'm not ready to die.",2,8,
HAN,CHEWIE,778,"Hey! Hey! Listen to me. Chewie! Chewie, this won't help me. Hey!",2,12,
HAN,CHEWIE,779,"Save your strength. There'll be another time. The princess - you have to take care of her. Do You hear me, huh?",4,22,
LEIA,HAN,780,I love you!,1,3,
HAN,LEIA,781,I know.,1,2,
THREEPIO,CHEWIE,782,"What... what's going on? Turn around, Chewbacca, I can't see.",2,10,
THREEPIO,"CHEWIE, LEIA",783,"Oh, they've encased him in carbonite. He should be quite well-protected - if he survives the freezing process, that is.",4,20,
VADER,LANDO,784,"Well, Calrissian, did he survive?",1,5,
LANDO,VADER,785,"Yes, he's alive. And in perfect hibernation.",2,7,
VADER,BOBA FETT,786,He's all yours bounty hunter.,1,5,
VADER,NA,787,Reset the chamber for Skywalker.,1,5,
IMPERIAL OFFICER,VADER,788,"Skywalker has just landed, my lord.",2,6,
VADER,IMPERIAL OFFICER,789,Good. See to it that he finds his way here.,1,10,
VADER,LANDO,790,"Calrissian, take the princess and the Wookiee to my ship.",3,10,
LANDO,VADER,791,You said they'd be left in the city under my supervision.,2,11,
VADER,LANDO,792,I am altering the deal. Pray I don't alter it any further.,2,12,
LEIA,LUKE,793,"Luke! Luke, don't - it's a trap! It's a trap!",2,10,
VADER,LUKE,794,"The Force is with you, young Skywalker. But you are not a Jedi yet.",3,14,
LANDO,LOBOT,795,Well done. Hold them in the security tower - and keep it quiet. Move.,3,14,
LEIA,LANDO,796,What do you think you're doing?,1,6,
LANDO,LEIA,797,We're getting out of here.,1,5,
THREEPIO,THREEPIO,798,I knew all along it had to be a mistake.,2,10,
LEIA,LANDO,799,Do you think that after what you did to Han we're going to trust you?,3,15,
LANDO,CHEWIE,800,I had no choice...,1,4,
THREEPIO,CHEWIE,801,"What are you doing? Trust him, trust him!",2,8,
LEIA,"CHEWIE, LANDO",802,"Oh, we understand, don't we, Chewie? He had no choice.",2,10,
LANDO,"CHEWIE, LEIA",803,I'm just trying to help...,1,5,
LEIA,LANDO,804,We don't need any of your help.,1,7,
LANDO,"CHEWIE, LEIA",805,Han...,1,1,
LEIA,LANDO,806,What?,1,1,
THREEPIO,LEIA,807,It sounds like Han.,1,4,
LANDO,"CHEWIE, LEIA",808,There's still a chance to save,1,6,
LANDO,"CHEWIE, LEIA",809,Han...,1,1,
LANDO,"CHEWIE, LEIA",810,at the East... Platform...,1,4,
LEIA,CHEWIE,811,Chewie.,1,1,
THREEPIO,LANDO,812,"I'm terribly sorry about all this. After all, he's only a Wookiee.",2,12,
BOBA FETT,NA,813,Put Captain Solo in the cargo hold.,2,7,
THREEPIO,R2D2,814,Artoo! Artoo! Where have you been?,2,6,
THREEPIO,CHEWIE,815,"Turn around, you wooly...!",1,4,
THREEPIO,R2D2,816,"Hurry, hurry! We're trying to save Han from the bounty hunter!",2,11,
THREEPIO,R2D2,817,"Well, at least you're still in one piece! Look what happened to me!",3,13,
THREEPIO,CHEWIE,818,"Oh no! Chewie, they're behind you!",2,6,
VADER,LUKE,819,"You have learned much, young one.",1,6,
LUKE,VADER,820,You'll find I'm full of surprises.,1,6,
VADER,LUKE,821,"Your destiny lies with me, Skywalker. Obi-Wan knew this to be true.",3,12,
LUKE,VADER,822,No.,1,1,
VADER,LUKE,823,All too easy. Perhaps you are not as strong as the emperor thought. Impressive. Most impressive. Obi-Wan has taught you well. You have controlled your fear. Now ... release your anger. Only your hatred can destroy me.,7,37,
LANDO,LEIA,824,The security codes has been changed!,1,6,
THREEPIO,R2D2,825,"Artoo, you can tell the computer to override the security system.",2,11,
THREEPIO,R2D2,826,"Artoo, hurry!",1,2,
LANDO,NA,827,Attention! This is Lando Calrissian. Attention. The Empire has taken control of the city. I advise everyone to leave before more Imperial troops arrive.,5,24,
LANDO,"LEIA, CHEWIE",828,This way.,1,2,
THREEPIO,R2D2,829,Don't blame me. I'm an interpreter. I'm not supposed to know a power socket from a computer terminal.,3,18,
THREEPIO,R2D2,830,"Ah! We're not interested in the hyperdrive on the Millennium Falcon. It's fixed! Just open the door, you stupid lump.",5,20,
THREEPIO,R2D2,831,I never doubted you for a second. Wonderful!,2,8,
THREEPIO,CHEWIE,832,"That hurt. Bend down, you thoughtless...!",2,6,
LANDO,LEIA,833,Leia! Go!,1,2,
THREEPIO,R2D2,834,"I thought that hairy beast would be the end of me. Of course, I've",2,14,
THREEPIO,R2D2,835,looked better.,1,2,
VADER,LUKE,836,"You are beaten. It is useless to resist. Don't let yourself be destroyed as Obi-Wan did. There is no escape. Don't make me destroy you. Luke, you do not yet realize your importance. You have only begun to discover your power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy.",12,65,
LUKE,VADER,837,I'll never join you!,1,4,
VADER,LUKE,838,If you only knew the power of the dark side. Obi-Wan never told you what happened to your father.,3,19,
LUKE,VADER,839,He told me enough! He told me you killed him.,2,10,
VADER,LUKE,840,No. I am your father.,1,5,
LUKE,VADER,841,No. No. That's not true! That's impossible!,2,7,
VADER,LUKE,842,Search your feelings. You know it to be true.,2,9,
LUKE,VADER,843,No! No!,1,2,
VADER,LUKE,844,"Luke. You can destroy the Emperor. He has foreseen this. It is your destiny. Join me, and together we can rule the galaxy as father and son. Come with me. It is the only way.",6,35,
LUKE,LUKE,845,"Ben. Ben, please. Ben.",1,4,
LUKE,LEIA,846,Leia! Hear me! Leia!,2,4,force
LEIA,LUKE,847,Luke...,1,1,force
LEIA,"LANDO, CHEWIE",848,We've got to go back.,1,5,
LANDO,LEIA,849,What?,1,1,
LEIA,LANDO,850,I know where Luke is.,1,5,
LANDO,LEIA,851,But what about those fighters?,1,5,
LEIA,CHEWIE,852,"Chewie, just do it.",1,4,
LANDO,LEIA,853,But what about Vader?,1,4,
LANDO,CHEWIE,854,"All right, all right, all right.",1,6,
VADER,NA,855,Alert my Stardestroyer to prepare for my arrival.,1,8,
LANDO,"LEIA, CHEWIE",856,"Look, someone's up there.",1,4,
LEIA,LANDO,857,It's Luke.,1,2,
LEIA,CHEWIE,858,"Chewie, slow down. Slow down and we'll get under him.",2,10,
LEIA,LANDO,859,"Lando, open the top hatch.",1,5,
LEIA,CHEWIE,860,"Okay. Easy, Chewie.",1,3,
LEIA,LANDO,861,Lando?,1,1,
LANDO,LEIA,862,"Okay, let's go.",1,3,
LUKE,LEIA,863,Leia.,1,1,
LANDO,CHEWIE,864,"All right, Chewie. Let's go.",1,5,
LEIA,LUKE,865,I'll be back.,1,3,
LEIA,"CHEWIE, LANDO",866,Star Destroyer.,1,2,
LANDO,CHEWIE,867,"All right, Chewie. Ready for",1,5,
LANDO,CHEWIE,868,light speed.,1,2,
LEIA,LANDO,869,If your people fixed the hyperdrive.,2,6,
LEIA,"CHEWIE, LANDO",870,All the coordinates are set. It's now or never.,2,9,
LANDO,CHEWIE,871,Punch it!,1,2,
LANDO,"LEIA, CHEWIE",872,They told me they fixed it. I trusted them to fix it. It's not my fault!,3,16,
PIETT,VADER,873,"They'll be in range of our tractor beam in moments, my lord.",2,12,
VADER,PIETT,874,Did your men deactivate the hyperdrive on the Millennium Falcon?,3,10,
PIETT,VADER,875,"Yes, my lord.",1,3,
VADER,PIETT,876,Good. Prepare the boarding party and set your weapons for stun.,2,11,
PIETT,VADER,877,"Yes, my lord.",1,3,
THREEPIO,R2D2,878,Noisy brute. Why don't we just go into light speed?,2,10,
THREEPIO,R2D2,879,We can't? How would you know the hyperdrive is deactivated?,2,10,
THREEPIO,R2D2,880,"The city's central computer told you? Artoo-Detoo, you know better than to trust a strange computer.",3,16,
THREEPIO,R2D2,881,Ouch! Pay attention to what you're doing!,2,7,
VADER,LUKE,882,Luke.,1,1,force
LUKE,VADER,883,Father.,1,1,force
VADER,LUKE,884,"Son, come with me.",1,4,force
LUKE,LUKE,885,"Ben, why didn't you tell me?",1,6,
LANDO,CHEWIE,886,Chewie!,1,1,
LUKE,"LEIA, LANDO",887,It's Vader.,1,2,
VADER,LUKE,888,Luke... it is your destiny.,1,5,force
LUKE,LUKE,889,Ben. Why didn't you tell me?,1,6,
PIETT,NA,890,Alert all commands. Ready for the tractor beam.,2,8,
THREEPIO,R2D2,891,"Artoo, come back at once! You haven't finished with me yet! You don't know how to fix the hyperdrive. Chewbacca can do it. I'm standing here in pieces, and you're having delusions of grandeur!",7,34,
THREEPIO,R2D2,892,You did it!,1,3,
LANDO,LUKE,893,"Luke, we're ready for takeoff.",1,5,
LUKE,LANDO,894,"Good luck, Lando",1,3,
LANDO,LUKE,895,"When we find Jabba the Hut and that bounty hunter, we'll contact you.",3,13,
LUKE,LANDO,896,I'll meet you at the rendezvous point on Tatooine.,2,9,
LANDO,LEIA,897,"Princess, we'll find Han. I promise.",2,6,
LUKE,CHEWIE,898,"Chewie, I'll be waiting for your signal.",2,7,
LUKE,"LANDO, CHEWIE",899,"Take care, you two. May the Force be with you.",2,10,
